WEO Country Group Code	WEO Subject Code	Country Group Name	Subject Descriptor	Subject Notes	Units	Scale	Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	Estimates Start After
001	PCPIPCH	World	Inflation, average consumer prices		Percent change			17.887	15.905	15.100	14.794	16.127	15.253	11.625	14.670	19.710	25.089	27.729	16.978	34.261	34.545	27.491	14.438	8.608	6.102	5.547	5.385	4.562	4.240	3.496	3.698	3.567	3.791	3.770	4.055	5.994	2.484	3.587	4.846	3.977	3.762	3.757	3.575	3.497	3.506	3.515	
001	PCPIEPCH	World	Inflation, end of period consumer prices		Percent change			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	26.844	25.719	17.914	36.354	36.859	22.585	11.337	7.418	5.496	6.138	4.739	4.491	3.531	3.998	3.348	3.855	3.784	3.601	5.156	4.206	3.205	4.096	4.666	3.880	3.690	3.765	3.550	3.438	3.530	3.524	
001	FLIBOR3	World	Three-month London interbank offered rate (LIBOR)		Percent																																										
001	TRADEPCH	World	Trade volume of goods and services		Percent change			3.126	2.720	-2.153	1.564	8.785	3.105	4.466	6.780	8.942	8.002	7.086	4.798	5.924	3.059	9.557	10.078	7.092	10.105	4.856	5.538	11.856	0.134	4.005	5.844	10.939	7.561	9.225	7.898	2.784	-10.635	12.786	6.106	2.713	2.921	4.942	5.430	5.597	5.810	5.948	
001	TM_RPCH	World	Volume of imports of goods and services		Percent change			1.773	1.670	-2.173	1.788	9.135	3.087	4.958	7.330	8.922	8.380	6.509	4.409	5.641	2.559	10.043	10.139	7.452	9.709	4.909	5.997	11.976	0.156	4.085	5.894	11.252	7.663	8.940	8.029	2.832	-10.902	12.652	6.129	2.595	2.809	4.747	5.426	5.592	5.807	5.902	
001	TMG_RPCH	World	Volume of imports of goods		Percent change			1.762	0.946	-1.373	2.572	10.310	3.815	5.381	6.997	9.617	7.393	6.354	4.762	6.871	3.540	10.633	10.921	7.132	10.117	5.064	6.445	12.389	-0.432	4.338	6.580	11.591	7.739	9.020	7.479	2.190	-12.006	14.007	6.794	2.118	2.615	4.834	5.551	5.714	5.915	5.956	
001	TX_RPCH	World	Volume of exports of goods and services		Percent change			4.510	3.767	-2.134	1.346	8.442	3.122	3.982	6.234	8.963	7.622	7.669	5.188	6.206	3.554	9.080	10.018	6.736	10.500	4.804	5.085	11.736	0.113	3.925	5.793	10.626	7.459	9.512	7.766	2.735	-10.366	12.921	6.084	2.831	3.033	5.137	5.434	5.603	5.813	5.994	
001	TXG_RPCH	World	Volume of exports of goods		Percent change			4.191	3.985	-2.228	2.342	9.115	3.243	2.983	6.172	9.460	7.336	6.287	5.304	6.478	4.265	9.573	10.732	6.320	11.187	4.813	5.528	12.289	-0.267	3.773	5.979	10.077	7.228	9.290	6.740	2.116	-11.421	14.140	6.220	2.903	2.738	5.110	5.422	5.616	5.833	5.989	
001	TTPCH	World	Terms of trade of goods and services		Percent change																																										
001	TTTPCH	World	Terms of trade of goods		Percent change																																										
001	TXGM_D	World	Export price of manufactures		U.S. dollars; index, 2000=100																																										
001	TXGM_DPCH	World	Export price of manufactures		U.S. dollars; annual percent change																																										
001	LUR	World	Unemployment rate		Percent of total labor force																																										
001	LE	World	Employment		Index, 2000=100																																										
001	GGR_NGDP	World	General government revenue	Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.	Percent of GDP																																										
001	GGX_NGDP	World	General government total expenditure	Total expenditure consists of total expense and the net acquisition of nonfinancial assets. Note: Apart from being on an accrual basis, total expenditure differs from the GFSM 1986 definition of total expenditure in the sense that it also takes the disposals of nonfinancial assets into account.	Percent of GDP																																										
001	GGXCNL_NGDP	World	General government net lending/borrowing	Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.	Percent of GDP																																										
001	GGSB_NPGDP	World	General government structural balance		Percent of potential GDP																																										
001	GGXONLB_NGDP	World	General government primary net lending/borrowing	Primary net lending/borrowing is net lending (+)/borrowing (?) plus net interest payable/paid (interest expense minus interest revenue).	Percent of GDP																																										
001	GGXWDN_NGDP	World	General government net debt	Net debt is calculated as gross debt minus financial assets corresponding to debt instruments. These financial assets are: monetary gold and SDRs, currency and deposits, debt securities, loans, insurance, pension, and standardized guarantee schemes, and other accounts receivable.	Percent of GDP																																										
001	GGXWDG_NGDP	World	General government gross debt	Gross debt consists of all liabilities that require payment or payments of interest and/or principal by the debtor to the creditor at a date or dates in the future. This includes debt liabilities in the form of SDRs, currency and deposits, debt securities, loans, insurance, pensions and standardized guarantee schemes, and other accounts payable. Thus, all liabilities in the GFSM 2001 system are debt, except for equity and investment fund shares and financial derivatives and employee stock options. Debt can be valued at current market, nominal, or face values (GFSM 2001, paragraph 7.110).	Percent of GDP																																										
001	BCA	World	Current account balance	Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income. Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries.	U.S. dollars	Billions		-59.413	-73.450	-88.084	-75.774	-82.617	-87.580	-77.915	-71.447	-73.408	-93.631	-105.722	-128.660	-112.140	-59.394	-60.006	-60.144	-48.239	-5.663	-82.835	-123.413	-175.601	-168.973	-134.758	-62.998	-2.099	34.123	206.140	280.368	188.800	195.603	310.367	355.796	343.631	297.663	330.083	286.167	229.152	219.336	237.268	
001	BCA_NGDPD	World	Current account balance		Percent of GDP																																										
001	BM	World	Imports of goods and services		U.S. dollars	Billions		-2,305.316	-2,295.070	-2,144.847	-2,089.453	-2,203.437	-2,225.778	-2,459.656	-2,916.779	-3,271.340	-3,540.480	-4,088.205	-4,255.297	-4,681.561	-4,659.658	-5,186.521	-6,235.442	-6,575.722	-6,810.143	-6,760.644	-7,052.095	-7,899.807	-7,652.819	-7,982.267	-9,252.764	-11,247.135	-12,745.008	-14,579.541	-16,909.833	-19,447.340	-15,580.547	-18,510.353	-21,803.569	-22,027.823	-22,634.465	-23,776.462	-25,146.991	-26,740.785	-28,527.834	-30,501.596	
001	BX	World	Exports of goods and services		U.S. dollars	Billions		2,285.477	2,276.375	2,122.730	2,063.700	2,178.333	2,206.730	2,453.882	2,926.850	3,280.698	3,541.529	4,104.285	4,254.396	4,705.043	4,721.694	5,276.739	6,338.459	6,681.336	6,938.373	6,842.345	7,095.581	7,896.951	7,632.286	8,010.365	9,335.016	11,350.359	12,908.727	14,867.531	17,312.216	19,813.066	15,915.959	18,974.320	22,361.078	22,563.523	23,190.396	24,395.409	25,748.196	27,291.765	29,114.125	31,114.580	
001	BFXP	World	Private financial flows, net	Net private financial flows comprises net private direct investment, net private portfolio flows, and net other private financial flows.	U.S. dollars	Billions																																									
001	BFPP	World	Private portfolio flows, net		U.S. dollars	Billions																																									
001	BFD	World	Direct investment, net		U.S. dollars	Billions																																									
001	BFOP	World	Other private financial flows, net	Net other private financial flows is the difference between net other investment and net other official investment.	U.S. dollars	Billions																																									
001	BFXG	World	Official flows, net		U.S. dollars	Billions																																									
001	BFRA	World	Change in reserves	Measured as flows. Comprises monetary gold, SDRs, reserve position in the Fund, foreign exchange assets, and other claims. Official holdings of gold are valued at SDR 35 an ounce. This convention results in a marked underestimation of reserves for countries that have substantial gold holdings. Securities not included are included in direct investment and portfolio investment. A minus sign indicates an increase.	U.S. dollars	Billions																																									
001	D	World	External debt, total		U.S. dollars	Billions																																									
001	D_NGDPD	World	External debt, total		Percent of GDP																																										
001	D_BX	World	External debt, total		Percent of exports of goods and services																																										
001	DS	World	External debt, total debt service		U.S. dollars	Billions																																									
001	DS_NGDPD	World	External debt, total debt service		Percent of GDP																																										
001	DS_BX	World	External debt, total debt service		Percent of exports of goods and services																																										
001	DSI	World	External debt, total debt service, interest		U.S. dollars	Billions																																									
001	DSI_NGDPD	World	External debt, total debt service, interest		Percent of GDP																																										
001	DSI_BX	World	External debt, total debt service, interest		Percent of exports of goods and services																																										
001	DSP	World	External debt, total debt service, amortization		U.S. dollars	Billions																																									
001	DSP_NGDPD	World	External debt, total debt service, amortization		Percent of GDP																																										
001	DSP_BX	World	External debt, total debt service, amortization		Percent of exports of goods and services																																										
001	PALLFNFW	World	Commodity Price Index includes both Fuel and Non-Fuel Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	54.766	52.441	54.635	59.055	62.036	59.416	47.635	49.830	63.060	58.351	58.143	64.979	80.412	100.000	120.651	134.816	172.225	120.531	152.086	191.889	185.709	182.994	176.790	169.478	164.977	161.953	159.909	
001	PNFUELW	World	Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices		Index, 2005=100			101.200	90.491	82.544	86.454	85.948	77.183	78.757	88.229	102.438	95.741	94.048	86.227	84.284	84.528	93.349	100.279	99.047	95.703	82.977	76.146	79.076	76.026	76.876	81.647	94.088	100.000	123.078	140.159	151.301	127.438	161.249	190.039	171.138	168.601	161.564	158.207	157.097	156.240	155.682	
001	PINDUW	World	Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices		Index, 2005=100			72.947	60.709	54.281	61.256	60.698	53.370	56.387	72.080	93.687	90.659	85.951	75.850	74.304	74.936	85.128	94.485	87.108	86.195	71.680	71.261	77.674	72.536	71.321	75.265	89.080	100.000	136.289	154.313	145.676	118.664	169.938	197.756	167.128	163.532	160.099	157.632	157.401	156.983	157.093	
001	POILAPSP	World	Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	U.S. dollars	Units		35.707	34.038	31.544	29.469	28.546	27.371	14.172	18.198	14.769	17.906	22.985	19.368	19.036	16.787	15.948	17.204	20.373	19.268	13.074	17.981	28.234	24.331	24.950	28.892	37.760	53.354	64.273	71.128	97.035	61.777	79.030	104.008	105.007	104.492	101.348	95.330	91.230	88.510	86.660	
001	POILBRE	World	Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel		U.S. dollars	Units		37.892	36.676	33.418	29.783	28.743	27.611	14.433	18.436	14.975	18.248	23.711	19.982	19.414	16.998	15.826	17.056	20.453	19.116	12.719	17.699	28.308	24.412	24.998	28.853	38.298	54.434	65.390	72.713	97.660	61.861	79.631	110.952	111.960	108.657	104.553	98.668	94.150	90.920	89.260	
001	POILDUB	World	Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel		U.S. dollars	Units		35.846	34.294	31.757	28.468	27.509	26.508	13.056	16.964	13.360	15.781	20.730	16.607	17.138	14.906	14.832	16.128	18.537	18.102	12.090	17.076	26.085	22.710	23.734	26.733	33.456	49.202	61.432	68.368	93.777	61.755	78.058	106.027	108.919	105.089	102.260	97.555	93.900	91.050	88.610	
001	POILWTI	World	Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel		U.S. dollars	Units		37.879	36.168	32.670	30.604	29.388	27.992	15.024	19.193	15.972	19.692	24.518	21.512	20.555	18.455	17.183	18.432	22.132	20.585	14.416	19.166	30.315	25.869	26.116	31.095	41.445	56.444	66.053	72.285	99.588	61.690	79.401	95.046	94.143	99.730	97.230	89.768	85.640	83.560	82.110	
001	PNRGW	World	Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	37.497	33.670	31.987	34.938	40.384	38.187	26.959	34.434	53.691	48.011	47.183	55.228	72.411	100.000	119.231	131.690	184.466	116.490	146.726	192.970	194.234	191.415	185.697	176.072	169.587	165.296	162.383	
001	POILAPSPW	World	Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh	The APSP denotes an equally weighted average of three crude oil spot prices?West Texas Intermediate (?WTI?), Dated Brent (?Brent?), and Dubai Fateh (?Dubai?). The prices of these crude oils tend to move together according to the inequality WTI > Brent > Dubai. Their price differentials reflect differences in American Petroleum Institute (API) measure of gravity, sulfur content, and overall weight. The WTI spot price refers to the physical delivery price for a barrel of WTI deliverable to Cushing, Oklahoma. The WTI price is frequently mentioned in the financial press, and is often described as the ?headline? oil price. The Brent spot price is the physical delivery price for a barrel of either Dated Brent (UK), Forties (Norway), or Oseberg (Norway) to Sullom Voe, United Kingdom (in the Shetland Islands). The Dubai Fateh spot price refers to the physical price for a barrel of Dubai Fateh deliverable in the Arabian Gulf at Dubai, United Arab Emirates.	Index, 2005=100			66.924	63.797	59.122	55.233	53.503	51.300	26.561	34.109	27.681	33.560	43.080	36.300	35.678	31.463	29.891	32.245	38.185	36.112	24.504	33.701	52.918	45.602	46.763	54.151	70.772	100.000	120.464	133.312	181.870	115.787	148.124	194.939	196.812	195.846	189.952	178.674	170.989	165.891	162.424	
001	PNGASW	World	Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	38.099	40.460	36.430	39.815	44.563	42.702	34.394	33.774	60.083	60.110	47.971	62.978	69.819	100.000	115.309	116.868	173.657	109.642	113.333	154.308	171.230	164.489	162.361	163.021	163.376	163.706	163.986	
001	PNGASEU	World	Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas		U.S. dollars	Units		n/a	n/a	n/a	n/a	n/a	3.810	3.440	2.130	1.900	1.589	2.035	3.008	2.365	2.598	2.312	2.696	2.750	2.670	2.245	1.807	3.454	3.873	2.666	3.486	3.755	5.915	8.213	8.143	13.138	8.855	8.223	10.597	11.981	11.197	10.980	10.980	10.980	10.980	10.980	
001	PNGASJP	World	Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid		U.S. dollars	Units		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.744	3.598	3.285	3.557	3.903	3.761	2.754	3.343	5.235	4.669	4.427	4.981	5.891	7.033	8.049	8.411	11.591	7.491	9.381	15.553	18.145	17.254	16.940	16.940	16.940	16.940	16.940	
001	PNGASUS	World	Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas		U.S. dollars	Units		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.451	1.751	2.114	1.915	1.704	2.689	2.460	2.088	2.261	4.308	3.959	3.361	5.495	5.908	8.862	6.741	6.976	8.858	3.945	4.389	3.999	2.755	3.666	3.917	4.133	4.250	4.358	4.450	
001	PCOALW	World	Commodity Coal Price Index includes Australian and South African Coal		Index, 2005=100			n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	76.442	75.853	72.975	60.807	63.013	76.986	74.213	68.607	57.450	51.101	52.648	65.303	53.682	56.828	112.608	100.000	104.400	137.556	265.750	148.805	205.942	254.381	202.116	171.829	160.282	157.329	157.329	157.329	157.329	
001	PCOALAU	World	Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne		U.S. dollars	Units		42.935	50.818	54.768	38.188	30.958	33.750	31.125	27.500	34.875	38.000	39.667	39.667	38.563	31.333	32.300	39.372	38.074	35.099	29.231	25.892	26.250	32.313	27.060	27.954	56.730	51.022	52.596	70.428	136.183	77.029	106.034	130.123	103.247	88.553	82.095	80.230	80.230	80.230	80.230	
001	PCOALSA	World	Coal, South African export price, US$ per metric tonne		U.S. dollars	Units		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	32.875	31.500	28.833	26.958	28.563	35.229	33.518	31.349	26.839	24.273	26.570	33.864	26.011	30.076	54.684	46.197	50.694	62.651	120.598	64.683	91.623	116.297	92.920	76.142	72.888	72.840	72.840	72.840	72.840	
001	PFANDBW	World	Commodity Food and Beverage Price Index includes Food and Beverage Price Indices		Index, 2005=100			129.136	119.947	110.497	111.377	110.917	100.739	100.880	104.172	111.058	100.718	102.006	96.500	94.164	94.023	101.487	106.016	110.866	105.117	94.161	80.982	80.464	79.481	82.375	87.966	99.045	100.000	110.000	126.147	156.871	136.124	152.646	182.400	175.108	173.619	163.014	158.777	156.796	155.505	154.286	
001	PFOODW	World	Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices		Index, 2005=100			125.055	118.702	108.557	108.002	105.025	95.841	94.246	102.135	110.395	101.123	103.698	98.240	96.590	95.990	98.994	103.797	111.381	102.364	91.424	79.712	80.981	80.982	82.461	88.234	100.599	100.000	110.176	126.455	157.398	134.142	150.091	179.892	175.946	176.967	165.707	161.351	159.710	158.507	157.374	
001	PCEREW	World	Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley		Index, 2005=100			121.942	127.207	103.260	110.112	107.592	92.036	76.288	73.768	97.834	108.159	95.903	94.591	98.861	92.486	99.157	117.510	140.990	108.789	93.319	81.564	78.845	82.460	94.201	95.360	102.986	100.000	121.298	158.736	222.631	162.381	166.479	231.239	236.376	208.555	186.009	187.781	188.485	187.788	187.132	
001	PWHEAMT	World	Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne		U.S. dollars	Units		172.726	174.961	160.355	157.416	152.333	135.829	114.916	112.895	145.199	169.243	135.523	128.658	151.161	140.212	149.783	176.960	207.142	159.665	126.096	112.050	114.004	126.805	148.528	146.142	156.882	152.439	191.721	255.206	325.940	223.431	223.674	316.199	313.250	280.203	252.693	260.363	263.270	261.200	259.240	
001	PMAIZMT	World	Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne		U.S. dollars	Units		125.716	130.604	108.099	135.984	135.820	112.331	87.791	75.521	106.950	111.368	109.280	107.473	104.213	102.040	107.778	123.451	164.523	117.172	101.618	90.294	88.219	89.609	99.333	105.187	111.778	98.406	121.589	163.259	223.248	165.542	186.007	291.781	298.410	249.012	205.008	208.984	210.010	210.010	210.010	
001	PRICENPQ	World	Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne		U.S. dollars	Units		433.667	482.833	293.375	276.833	252.250	217.417	195.667	214.417	277.250	299.750	270.667	293.667	267.667	237.250	269.458	320.801	338.064	302.469	305.424	248.968	203.695	172.705	191.826	199.461	245.783	287.811	303.515	332.393	700.200	589.376	520.556	551.711	580.236	543.420	528.945	528.710	528.710	528.710	528.710	
001	PBARL	World	Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne		U.S. dollars	Units		78.229	79.726	63.712	70.891	78.723	58.816	47.560	55.001	70.333	75.139	79.926	78.287	78.675	71.377	72.649	104.012	119.665	97.237	85.054	75.937	77.235	93.936	108.967	104.718	98.989	95.077	116.615	172.381	200.476	128.381	158.374	207.219	238.229	225.131	220.458	197.560	191.140	190.190	189.340	
001	PVOILW	World	Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices		Index, 2005=100			110.392	107.202	87.665	102.129	110.604	85.953	71.903	76.267	103.344	92.512	86.029	84.721	83.989	90.705	98.748	103.527	113.914	114.545	103.033	77.837	74.406	71.491	82.547	98.821	114.007	100.000	103.425	143.434	192.542	153.973	170.374	209.133	217.108	208.449	192.518	184.737	182.472	180.444	178.530	
001	PSOYB	World	Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne		U.S. dollars	Units		265.316	261.404	221.290	259.616	257.505	202.979	188.948	195.506	279.724	246.986	219.100	208.779	209.803	230.138	229.510	224.015	277.458	280.603	223.290	174.919	183.052	168.755	188.866	233.208	276.700	223.134	217.454	317.320	453.314	378.549	384.947	484.246	537.762	527.011	477.431	444.632	464.000	464.000	464.000	
001	PSMEA	World	Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne		U.S. dollars	Units		225.683	225.244	195.434	222.666	191.197	145.411	166.902	184.496	259.845	234.045	192.387	192.332	196.301	216.526	199.013	198.546	266.379	279.875	174.727	152.565	187.170	180.612	183.981	214.656	257.205	205.762	193.975	263.673	367.938	359.270	331.317	378.861	473.284	481.987	436.238	399.263	400.200	400.200	400.200	
001	PSOIL	World	Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne		U.S. dollars	Units		535.465	493.376	403.262	511.251	647.938	571.603	364.387	366.904	529.660	453.454	492.145	446.693	433.189	503.149	603.037	584.684	544.229	525.857	562.490	392.404	351.821	346.989	409.839	500.283	590.452	495.747	551.496	799.742	1,133.785	787.020	924.828	1,215.820	1,151.752	1,040.219	1,002.042	1,018.438	1,018.300	1,018.300	1,018.300	
001	PROIL	World	Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton		U.S. dollars	Units		572.368	484.714	418.538	501.561	688.345	540.950	359.387	347.333	537.970	476.598	428.487	416.553	405.098	460.883	621.263	632.711	563.070	562.833	630.475	428.688	346.240	391.879	479.183	603.578	713.201	720.966	851.318	1,011.855	1,423.710	856.178	1,011.748	1,366.627	1,239.081	1,078.833	899.875	899.900	899.900	899.900	899.900	
001	PPOIL	World	Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne		U.S. dollars	Units		481.840	471.579	367.801	414.353	602.283	413.940	212.376	283.030	361.259	289.572	239.508	280.138	325.330	312.142	437.271	537.622	467.152	490.428	600.847	377.277	261.144	238.398	356.744	410.373	434.723	367.687	416.814	719.122	862.918	644.068	859.942	1,076.502	939.834	757.398	744.092	755.963	654.900	608.500	564.700	
001	PSUNO	World	Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne		U.S. dollars	Units		556.013	561.653	464.602	490.531	673.720	584.951	463.629	450.078	595.180	606.198	603.572	587.115	562.181	682.172	723.530	631.710	560.392	556.892	665.228	466.463	379.327	436.109	605.827	649.997	734.407	1,144.540	713.111	673.000	1,693.648	1,041.669	1,186.002	1,621.838	1,489.480	1,419.800	1,365.450	1,365.500	1,350.700	1,350.700	1,350.700	
